code	plaintext	status
918	<IL>	R1038 transcription
"918^"""	<IL>	R1038 transcription
918^CircleWithHorizontalBar	December	R1038 transcription
918^^	<IL>	R1038 transcription
918^_	n' ai	R1038 transcription
918^o	ur	R1038 transcription
919	heid	R1038 transcription
"919^"""	<IL>	R1038 transcription
919^CircleWithHorizontalBar	herfst	R1038 transcription
919^^	spa	R1038 transcription
919^_	<IL>	R1038 transcription
919^o	usite	R1038 transcription
920	helpen	R1038 transcription
"920^"""	<IL>	R1038 transcription
920^CircleWithHorizontalBar	aanstaande Week	R1038 transcription
920^^	specific uren?	R1038 transcription
920^_	Navigatie en ?	R1038 transcription
920^o	uur?	R1038 transcription
921	hem	R1038 transcription
"921^"""	<IL>	R1038 transcription
921^CircleWithHorizontalBar	aanstaande Pst	R1038 transcription
921^^	<IL>	R1038 transcription
921^_	ne	R1038 transcription
921^o	<IL>	R1038 transcription
922	<IL>	R1038 transcription
"922^"""	<IL>	R1038 transcription
922^CircleWithHorizontalBar	Woensdag	R1038 transcription
922^^	<IL>	R1038 transcription
922^_	nurd?	R1038 transcription
922^o	a	R1038 transcription
923	het	R1038 transcription
"923^"""	<IL>	R1038 transcription
923^CircleWithHorizontalBar	gelat?	R1038 transcription
923^^	staan	R1038 transcription
923^_	<IL>	R1038 transcription
923^o	de	R1038 transcription
924	het	contextual inference
"924^"""	<IL>	R1038 transcription
924^CircleWithHorizontalBar	tien dui zend	R1038 transcription
924^^	de Staat	R1038 transcription
924^_	negociant	R1038 transcription
924^o	er	R1038 transcription
925	hier	R1038 transcription
"925^"""	<IL>	R1038 transcription
925^CircleWithHorizontalBar	Rijksdaaldors	R1038 transcription
925^^	stad?	R1038 transcription
925^_	<IL>	R1038 transcription
925^o	is	R1038 transcription
926	<IL>	R1038 transcription
"926^"""	d	R1038 transcription
926^CircleWithHorizontalBar	de	R1038 transcription
926^^	<IL>	R1038 transcription
926^_	n'est	R1038 transcription
926^o	ne	R1038 transcription
927	<IL>	R1038 transcription
"927^"""	ee	R1038 transcription
927^CircleWithHorizontalBar	eerd	R1038 transcription
927^^	<IL>	R1038 transcription
927^_	nevens	R1038 transcription
927^o	ss	R1038 transcription
928	<IL>	R1038 transcription
"928^"""	i	R1038 transcription
928^CircleWithHorizontalBar	heid	R1038 transcription
928^^	<IL>	R1038 transcription
928^_	nict?	R1038 transcription
928^o	a	R1038 transcription
929	honneur	R1038 transcription
"929^"""	n	R1038 transcription
929^CircleWithHorizontalBar	men	R1038 transcription
929^^	<IL>	R1038 transcription
929^_	nuts?	R1038 transcription
929^o	de	R1038 transcription
930	<IL>	R1038 transcription
"930^"""	t	R1038 transcription
930^CircleWithHorizontalBar	s	R1038 transcription
930^^	<IL>	R1038 transcription
930^_	<IL>	R1038 transcription
930^o	es	R1038 transcription
931	<IL>	R1038 transcription
"931^"""	ÿ	R1038 transcription
931^CircleWithHorizontalBar	zal	R1038 transcription
931^^	<IL>	R1038 transcription
931^_	noblesse	R1038 transcription
931^o	k	R1038 transcription
932	<IL>	R1038 transcription
"932^"""	daar	R1038 transcription
932^CircleWithHorizontalBar	den	R1038 transcription
932^^	subsidie	R1038 transcription
932^_	nog	R1038 transcription
932^o	ni	R1038 transcription
933	<IL>	R1038 transcription
"933^"""	een	R1038 transcription
933^CircleWithHorizontalBar	eeren	R1038 transcription
933^^	<IL>	R1038 transcription
933^_	nombre	R1038 transcription
933^o	t	R1038 transcription
934	<IL>	R1038 transcription
"934^"""	i	R1038 transcription
934^CircleWithHorizontalBar	i	R1038 transcription
934^^	succons	R1038 transcription
934^_	<IL>	R1038 transcription
934^o	<IL>	R1038 transcription
935	hoor	R1038 transcription
"935^"""	na	R1038 transcription
935^CircleWithHorizontalBar	n	R1038 transcription
935^^	<IL>	R1038 transcription
935^_	nota ?	R1038 transcription
935^o	<IL>	R1038 transcription
936	<IL>	R1038 transcription
"936^"""	te	R1038 transcription
936^CircleWithHorizontalBar	sa	R1038 transcription
936^^	c	R1038 transcription
936^_	notre	R1038 transcription
936^o	waak	R1038 transcription
937	dit Hot	R1038 transcription
"937^"""	z	R1038 transcription
937^CircleWithHorizontalBar	zÿn	R1038 transcription
937^^	ee	R1038 transcription
937^_	<IL>	R1038 transcription
937^o	<EMPTY>	R1038 transcription
938	<IL>	R1038 transcription
"938^"""	daad	R1038 transcription
938^CircleWithHorizontalBar	het Hof alhier	R1038 transcription
938^^	i	R1038 transcription
938^_	<IL>	R1038 transcription
938^o	waar	R1038 transcription
939	<IL>	R1038 transcription
"939^"""	daar	R1038 transcription
939^CircleWithHorizontalBar	het Ministerie	R1038 transcription
939^^	n	R1038 transcription
939^_	O	R1038 transcription
939^o	waarde	R1038 transcription
940	<IL>	R1038 transcription
"940^"""	daar door?	R1038 transcription
940^CircleWithHorizontalBar	de Sonaat	R1038 transcription
940^^	ss	R1038 transcription
940^_	oblig	R1038 transcription
940^o	waar na	R1038 transcription
941	<IL>	R1038 transcription
"941^"""	daaromtrent	R1038 transcription
941^CircleWithHorizontalBar	de Staats Raad	R1038 transcription
941^^	x	R1038 transcription
941^_	<IL>	R1038 transcription
941^o	waar op	R1038 transcription
942	hun	R1038 transcription
"942^"""	daar uit	R1038 transcription
942^CircleWithHorizontalBar	Minister	R1038 transcription
942^^	ce	R1038 transcription
942^_	<IL>	R1038 transcription
942^o	waar tve?	R1038 transcription
943	hÿ	R1038 transcription
"943^"""	dag	R1038 transcription
943^CircleWithHorizontalBar	Vice Cancelier	R1038 transcription
943^^	cen	R1038 transcription
943^_	occasion	R1038 transcription
943^o	wannur	R1038 transcription
944	<IL>	R1038 transcription
"944^"""	dagen	R1038 transcription
944^CircleWithHorizontalBar	de K? Groot Cancelier	R1038 transcription
944^^	i	R1038 transcription
944^_	<IL>	R1038 transcription
944^o	waren	R1038 transcription
945	<IL>	R1038 transcription
"945^"""	dat de	R1038 transcription
945^CircleWithHorizontalBar	de Vice Cancelier	R1038 transcription
945^^	na	R1038 transcription
945^_	<IL>	R1038 transcription
945^o	wat	R1038 transcription
946	<IL>	R1038 transcription
"946^"""	dat is	R1038 transcription
946^CircleWithHorizontalBar	de K? Vice Cancelier	R1038 transcription
946^^	t	R1038 transcription
946^_	<IL>	R1038 transcription
946^o	we	R1038 transcription
947	<IL>	R1038 transcription
"947^"""	<IL>	R1038 transcription
947^CircleWithHorizontalBar	de Graaf van Bastuchen?	R1038 transcription
947^^	ÿ	R1038 transcription
947^_	<IL>	R1038 transcription
947^o	week?	R1038 transcription
948	<IL>	R1038 transcription
"948^"""	de	R1038 transcription
948^CircleWithHorizontalBar	de Heer Panin	R1038 transcription
948^^	restitutie F	R1038 transcription
948^_	om	R1038 transcription
948^o	<IL>	R1038 transcription
949	<IL>	R1038 transcription
"949^"""	de	R1038 transcription
949^CircleWithHorizontalBar	de Prins ?	R1038 transcription
949^^	<IL>	R1038 transcription
949^_	om dat	R1038 transcription
949^o	wek	R1038 transcription
950	<IL>	R1038 transcription
"950^"""	<IL>	R1038 transcription
950^CircleWithHorizontalBar	de Senatuur	R1038 transcription
950^^	retir	R1038 transcription
950^_	<IL>	R1038 transcription
950^o	welke	R1038 transcription
951	<IL>	R1038 transcription
"951^"""	<IL>	R1038 transcription
951^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
951^^	<IL>	R1038 transcription
951^_	<IL>	R1038 transcription
951^o	werde	R1038 transcription
952	<IL>	R1038 transcription
"952^"""	<IL>	R1038 transcription
952^CircleWithHorizontalBar	de Hertog Anthoni van Brunswÿk	R1038 transcription
952^^	reven	R1038 transcription
952^_	onder	contextual inference
952^o	worp	R1038 transcription
953	<IL>	R1038 transcription
"953^"""	<IL>	R1038 transcription
953^CircleWithHorizontalBar	de Princes Catherine	R1038 transcription
953^^	reus	R1038 transcription
953^_	be	R1038 transcription
953^o	welligheid	R1038 transcription
954	<IL>	R1038 transcription
"954^"""	defensie	R1038 transcription
954^CircleWithHorizontalBar	? den Keizer Yvan	R1038 transcription
954^^	<IL>	R1038 transcription
954^_	e	R1038 transcription
954^o	wezen	R1038 transcription
955	<IL>	R1038 transcription
"955^"""	dek	R1038 transcription
955^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
955^^	<IL>	R1038 transcription
955^_	had	R1038 transcription
955^o	wier	R1038 transcription
956	<IL>	R1038 transcription
"956^"""	dem	R1038 transcription
956^CircleWithHorizontalBar	de Russische Armée	R1038 transcription
956^^	<IL>	R1038 transcription
956^_	le	R1038 transcription
956^o	wilde	R1038 transcription
957	<IL>	R1038 transcription
"957^"""	den	R1038 transcription
957^CircleWithHorizontalBar	het Russisch Cascader?	R1038 transcription
957^^	<IL>	R1038 transcription
957^_	op	R1038 transcription
957^o	winter	R1038 transcription
958	<IL>	R1038 transcription
"958^"""	depech	R1038 transcription
958^CircleWithHorizontalBar	de Cosakken	R1038 transcription
958^^	<IL>	R1038 transcription
958^_	ve	R1038 transcription
958^o	woest	R1038 transcription
959	<IL>	R1038 transcription
"959^"""	<IL>	R1038 transcription
959^CircleWithHorizontalBar	de general Veld? Maanschaft?	R1038 transcription
959^^	<IL>	R1038 transcription
959^_	bÿ	R1038 transcription
959^o	word	R1038 transcription
960	<IL>	R1038 transcription
"960^"""	<IL>	R1038 transcription
960^CircleWithHorizontalBar	<IL>	R1038 transcription
960^^	<IL>	R1038 transcription
960^_	e	R1038 transcription
960^o	worde	R1038 transcription
961	<IL>	R1038 transcription
"961^"""	disavantage	R1038 transcription
961^CircleWithHorizontalBar	een Soldaat	R1038 transcription
961^^	sa	R1038 transcription
961^_	heb	R1038 transcription
961^o	worden	R1038 transcription
962	<IL>	R1038 transcription
"962^"""	<IL>	R1038 transcription
962^CircleWithHorizontalBar	<IL>	R1038 transcription
962^^	sal	R1038 transcription
962^_	ll	R1038 transcription
962^o	wÿ	R1038 transcription
963	<IL>	R1038 transcription
"963^"""	<IL>	R1038 transcription
963^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
963^^	Sa Majeste D	R1038 transcription
963^_	qu	R1038 transcription
963^o	wÿs	R1038 transcription
964	<IL>	R1038 transcription
"964^"""	<IL>	R1038 transcription
964^CircleWithHorizontalBar	de Broeders? Orloff	R1038 transcription
964^^	Sa Maj: Imperiale D	R1038 transcription
964^_	ver	R1038 transcription
964^o	ÿs	R1038 transcription
965	<IL>	R1038 transcription
"965^"""	<IL>	R1038 transcription
965^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
965^^	<IL>	R1038 transcription
965^_	meme	R1038 transcription
965^o	zaa	R1038 transcription
966	<IL>	R1038 transcription
"966^"""	<IL>	R1038 transcription
966^CircleWithHorizontalBar	Oranjeboum	R1038 transcription
966^^	satisfactie	R1038 transcription
966^_	men	R1038 transcription
966^o	zal	R1038 transcription
967	a	R1038 transcription
"967^"""	<IL>	R1038 transcription
967^CircleWithHorizontalBar	Stad/Staat?	R1038 transcription
967^^	<IL>	R1038 transcription
967^_	menaca?	R1038 transcription
967^o	ze	R1038 transcription
968	de	R1038 transcription
"968^"""	dien	R1038 transcription
968^CircleWithHorizontalBar	St Petersburg	R1038 transcription
968^^	scha?	R1038 transcription
968^_	mensch	R1038 transcription
968^o	zeer	R1038 transcription
969	en	R1038 transcription
"969^"""	<IL>	R1038 transcription
969^CircleWithHorizontalBar	Reval	R1038 transcription
969^^	scherd	R1038 transcription
969^_	<IL>	R1038 transcription
969^o	zeker?	R1038 transcription
970	in	R1038 transcription
"970^"""	diffense?	R1038 transcription
970^CircleWithHorizontalBar	<IL>	R1038 transcription
970^^	<IL>	R1038 transcription
970^_	<IL>	R1038 transcription
970^o	<IL>	R1038 transcription
971	o	R1038 transcription
"971^"""	<IL>	R1038 transcription
971^CircleWithHorizontalBar	Liberien	R1038 transcription
971^^	<IL>	R1038 transcription
971^_	merk/mert?	R1038 transcription
971^o	Men Zegd	R1038 transcription
972	te	R1038 transcription
"972^"""	<IL>	R1038 transcription
972^CircleWithHorizontalBar	de Volga	R1038 transcription
972^^	schrÿren?	R1038 transcription
972^_	met de	R1038 transcription
972^o	zeile?	R1038 transcription
973	a	R1038 transcription
"973^"""	diserus?	R1038 transcription
973^CircleWithHorizontalBar	de Tartaren	R1038 transcription
973^^	<IL>	R1038 transcription
973^_	mi	R1038 transcription
973^o	zele	R1038 transcription
974	den	R1038 transcription
"974^"""	disput	R1038 transcription
974^CircleWithHorizontalBar	de Tartaaren	R1038 transcription
974^^	se	R1038 transcription
974^_	mÿ	R1038 transcription
974^o	<IL>	R1038 transcription
975	er	R1038 transcription
"975^"""	dit	R1038 transcription
975^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
975^^	<IL>	R1038 transcription
975^_	mÿn	R1038 transcription
975^o	zelver	R1038 transcription
976	is	R1038 transcription
"976^"""	dit huss	R1038 transcription
976^CircleWithHorizontalBar	<IL>	R1038 transcription
976^^	sedert?	R1038 transcription
976^_	min	R1038 transcription
976^o	zende	R1038 transcription
977	of	R1038 transcription
"977^"""	dit meci?	R1038 transcription
977^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
977^^	selon	R1038 transcription
977^_	de Minister von F	R1038 transcription
977^o	<IL>	R1038 transcription
978	teit	R1038 transcription
"978^"""	doch	R1038 transcription
978^CircleWithHorizontalBar	Envoÿe van dit Hof	R1038 transcription
978^^	<IL>	R1038 transcription
978^_	minst	R1038 transcription
978^o	zie	R1038 transcription
979	<IL>	R1038 transcription
"979^"""	<IL>	R1038 transcription
979^CircleWithHorizontalBar	de Prins Galletzin	R1038 transcription
979^^	<IL>	R1038 transcription
979^_	<IL>	R1038 transcription
979^o	zig	R1038 transcription
980	<IL>	R1038 transcription
"980^"""	<IL>	R1038 transcription
980^CircleWithHorizontalBar	de gr: van Woronzow	R1038 transcription
980^^	<IL>	R1038 transcription
980^_	moder	R1038 transcription
980^o	zigtiglÿk	R1038 transcription
981	haar Majest F	R1038 transcription
"981^"""	<IL>	R1038 transcription
981^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
981^^	ses	R1038 transcription
981^_	<IL>	R1038 transcription
981^o	zo	R1038 transcription
982	had	R1038 transcription
"982^"""	donn?	R1038 transcription
982^CircleWithHorizontalBar	<IL>	R1038 transcription
982^^	si	R1038 transcription
982^_	moge	R1038 transcription
982^o	zo cen?	R1038 transcription
983	half	R1038 transcription
"983^"""	<IL>	R1038 transcription
983^CircleWithHorizontalBar	de H van Costen	R1038 transcription
983^^	sig	R1038 transcription
983^_	mogle	R1038 transcription
983^o	zo zal	R1038 transcription
984	hand	R1038 transcription
"984^"""	<IL>	R1038 transcription
984^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
984^^	sitte?	R1038 transcription
984^_	<EMMPTY>	R1038 transcription
984^o	zondag	R1038 transcription
985	<IL>	R1038 transcription
"985^"""	<IL>	R1038 transcription
985^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
985^^	<IL>	R1038 transcription
985^_	mois	R1038 transcription
985^o	<IL>	R1038 transcription
986	hauteur	R1038 transcription
"986^"""	<IL>	R1038 transcription
986^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
986^^	soil/soit?	R1038 transcription
986^_	mon	R1038 transcription
986^o	zonderlÿk	R1038 transcription
987	heb	R1038 transcription
"987^"""	dres?	R1038 transcription
987^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
987^^	<IL>	R1038 transcription
987^_	Monsieur D	R1038 transcription
987^o	zorge fraagen?	R1038 transcription
988	hebt	R1038 transcription
"988^"""	<IL>	R1038 transcription
988^CircleWithHorizontalBar	1762	R1038 transcription
988^^	son	R1038 transcription
988^_	Monsieur de	R1038 transcription
988^o	zou?	R1038 transcription
989	heden	R1038 transcription
"989^"""	<EMPTY>	R1038 transcription
989^CircleWithHorizontalBar	1767	R1038 transcription
989^^	<IL>	R1038 transcription
989^_	<IL>	R1038 transcription
989^o	<IL>	R1038 transcription
990	heeft	R1038 transcription
"990^"""	<IL>	R1038 transcription
990^CircleWithHorizontalBar	1772	R1038 transcription
990^^	-  - Sin Excellence D	R1038 transcription
990^_	<IL>	R1038 transcription
990^o	<IL>	R1038 transcription
991	heen?	R1038 transcription
"991^"""	<IL>	R1038 transcription
991^CircleWithHorizontalBar	1777	R1038 transcription
991^^	<EMPTY>	R1038 transcription
991^_	naam	R1038 transcription
991^o	<IL>	R1038 transcription
992	<IL>	R1038 transcription
"992^"""	<IL>	R1038 transcription
992^CircleWithHorizontalBar	Maart	R1038 transcription
992^^	sont	R1038 transcription
992^_	naar?	R1038 transcription
992^o	<IL>	R1038 transcription
993	<IL>	R1038 transcription
"993^"""	<IL>	R1038 transcription
993^CircleWithHorizontalBar	Augustÿ	R1038 transcription
993^^	<IL>	R1038 transcription
993^_	na dal	R1038 transcription
993^o	<IL>	R1038 transcription
994	heid	R1038 transcription
"994^"""	<IL>	R1038 transcription
994^CircleWithHorizontalBar	Voorjaar	R1038 transcription
994^^	<IL>	R1038 transcription
994^_	nalaat	R1038 transcription
994^o	<IL>	R1038 transcription
995	heid	R1038 transcription
"995^"""	<IL>	R1038 transcription
995^CircleWithHorizontalBar	Winter	R1038 transcription
995^^	spe	R1038 transcription
995^_	naturlÿk	R1038 transcription
995^o	<IL>	R1038 transcription
996	hem	R1038 transcription
"996^"""	<IL>	R1038 transcription
996^CircleWithHorizontalBar	dag	R1038 transcription
996^^	spect?	R1038 transcription
996^_	navigueerd	R1038 transcription
996^o	<IL>	R1038 transcription
997	hen	R1038 transcription
"997^"""	<IL>	R1038 transcription
997^CircleWithHorizontalBar	Voorleede	R1038 transcription
997^^	sprak	R1038 transcription
997^_	ne	R1038 transcription
997^o	zÿn Majesties? F	R1038 transcription
998	<IL>	R1038 transcription
"998^"""	<IL>	R1038 transcription
998^CircleWithHorizontalBar	donderdag	R1038 transcription
998^^	son	R1038 transcription
998^_	<IL>	R1038 transcription
